CN,STATECD,COUNTYCD,PLOT,MEASYEAR,INVYR,CONDID,EVALID,PLT_CN,CND_CN,STRATUM_CN,PHASE,CONDPROP_CWD,CONDPROP_FWD_SM,CONDPROP_FWD_MD,CONDPROP_FWD_LG,CONDPROP_DUFF,CWD_TL_COND,CWD_TL_UNADJ,CWD_TL_ADJ,CWD_LPA_COND,CWD_LPA_UNADJ,CWD_LPA_ADJ,CWD_VOLCF_COND,CWD_VOLCF_UNADJ,CWD_VOLCF_ADJ,CWD_DRYBIO_COND,CWD_DRYBIO_UNADJ,CWD_DRYBIO_ADJ,CWD_CARBON_COND,CWD_CARBON_UNADJ,CWD_CARBON_ADJ,FWD_SM_TL_COND,FWD_SM_TL_UNADJ,FWD_SM_TL_ADJ,FWD_SM_CNT_COND,FWD_SM_VOLCF_COND,FWD_SM_VOLCF_UNADJ,FWD_SM_VOLCF_ADJ,FWD_SM_DRYBIO_COND,FWD_SM_DRYBIO_UNADJ,FWD_SM_DRYBIO_ADJ,FWD_SM_CARBON_COND,FWD_SM_CARBON_UNADJ,FWD_SM_CARBON_ADJ,FWD_MD_TL_COND,FWD_MD_TL_UNADJ,FWD_MD_TL_ADJ,FWD_MD_CNT_COND,FWD_MD_VOLCF_COND,FWD_MD_VOLCF_UNADJ,FWD_MD_VOLCF_ADJ,FWD_MD_DRYBIO_COND,FWD_MD_DRYBIO_UNADJ,FWD_MD_DRYBIO_ADJ,FWD_MD_CARBON_COND,FWD_MD_CARBON_UNADJ,FWD_MD_CARBON_ADJ,FWD_LG_TL_COND,FWD_LG_TL_UNADJ,FWD_LG_TL_ADJ,FWD_LG_CNT_COND,FWD_LG_VOLCF_COND,FWD_LG_VOLCF_UNADJ,FWD_LG_VOLCF_ADJ,FWD_LG_DRYBIO_COND,FWD_LG_DRYBIO_UNADJ,FWD_LG_DRYBIO_ADJ,FWD_LG_CARBON_COND,FWD_LG_CARBON_UNADJ,FWD_LG_CARBON_ADJ,PILE_SAMPLE_AREA_COND,PILE_SAMPLE_AREA_UNADJ,PILE_SAMPLE_AREA_ADJ,PILE_VOLCF_COND,PILE_VOLCF_UNADJ,PILE_VOLCF_ADJ,PILE_DRYBIO_COND,PILE_DRYBIO_UNADJ,PILE_DRYBIO_ADJ,PILE_CARBON_COND,PILE_CARBON_UNADJ,PILE_CARBON_ADJ,FUEL_DEPTH,FUEL_BIOMASS,FUEL_CARBON,DUFF_DEPTH,DUFF_BIOMASS,DUFF_CARBON,LITTER_DEPTH,LITTER_BIOMASS,LITTER_CARBON,DUFF_TC_COND,DUFF_TC_UNADJ,DUFF_TC_ADJ,AVG_WOOD_DENSITY,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,UNITCD,RSCD,PILE_TL_COND,PILE_TL_UNADJ,PILE_TL_ADJ,CONDPROP_PILE
1767158926290487,39,121,4839.0,2018,2018,2,392007,463048680489998,657549413126144,1301339851290487,,0.161458333333,0.0,0.0,0.0,0.125,31.0,192.0,191.5555555556,,,,192.61647298064517,31.0995347,31.171691393039442,2812.5086918741886,454.10296587552,455.15656904460474,1380.9417677102265,222.96455624488033,223.48187540090092,0.0,24.0,23.9444444444,,,,,,,,,,,0.0,24.0,23.9444444444,,,,,,,,,,,0.0,40.0,39.9074074074,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.3,4867.83,2433.915,1.0,8.0,7.981481481481,28.7,2025-01-13 08:45:52,2025-01-13 08:45:52,7,7,3,24,31.0,192.0,191.5555555556,0.161458333333
1767164465290487,39,121,4839.0,2018,2018,2,392207,463048680489998,657549413126144,1558014384290487,,0.161458333333,0.0,0.0,0.0,0.125,31.0,192.0,191.8441558442,,,,192.61647298064517,31.0995347,31.124798335012184,2812.5086918741886,454.10296587552,454.4718553685139,1380.9417677102265,222.96455624488033,223.14568098594034,0.0,24.0,23.9805194805,,,,,,,,,,,0.0,24.0,23.9805194805,,,,,,,,,,,0.0,40.0,39.9675324675,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.3,4867.83,2433.915,1.0,8.0,7.993506493506,28.7,2025-01-13 08:46:56,2025-01-13 08:46:57,7,7,3,24,31.0,192.0,191.8441558442,0.161458333333
1767155171290487,39,141,1223.0,2018,2018,1,391807,463048670489998,657553074126144,668295615126144,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.8285714286,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.992857142857,28.08,2025-01-13 08:44:42,2025-01-13 08:44:42,7,7,1,24,192.0,192.0,191.8285714286,1.0
1767156314290487,39,141,1223.0,2018,2018,1,391907,463048670489998,657553074126144,780528279290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.4110429448,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9263803681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9263803681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.8773006135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.975460122699,28.08,2025-01-13 08:45:16,2025-01-13 08:45:17,7,7,1,24,192.0,192.0,191.4110429448,1.0
1767159051290487,39,141,1223.0,2018,2018,1,392007,463048670489998,657553074126144,1301339851290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.5555555556,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.981481481481,28.08,2025-01-13 08:45:52,2025-01-13 08:45:52,7,7,1,24,192.0,192.0,191.5555555556,1.0
1767161815290487,39,141,1223.0,2018,2018,1,392107,463048670489998,657553074126144,1314375565290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.5555555556,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.981481481481,28.08,2025-01-13 08:46:22,2025-01-13 08:46:22,7,7,1,24,192.0,192.0,191.5555555556,1.0
1767164588290487,39,141,1223.0,2018,2018,1,392207,463048670489998,657553074126144,1558014384290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.8441558442,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9805194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9805194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9675324675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.993506493506,28.08,2025-01-13 08:46:56,2025-01-13 08:46:56,7,7,1,24,192.0,192.0,191.8441558442,1.0
1767155210290487,39,147,2189.0,2018,2018,1,391807,463048633489998,657552908126144,668295615126144,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.8285714286,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.992857142857,28.08,2025-01-13 08:44:42,2025-01-13 08:44:42,7,7,6,24,192.0,192.0,191.8285714286,1.0
1767156353290487,39,147,2189.0,2018,2018,1,391907,463048633489998,657552908126144,780528279290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.4110429448,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9263803681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9263803681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.8773006135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.975460122699,28.08,2025-01-13 08:45:16,2025-01-13 08:45:17,7,7,6,24,192.0,192.0,191.4110429448,1.0
1767159090290487,39,147,2189.0,2018,2018,1,392007,463048633489998,657552908126144,1301339851290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.5555555556,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.981481481481,28.08,2025-01-13 08:45:52,2025-01-13 08:45:52,7,7,6,24,192.0,192.0,191.5555555556,1.0
1767161857290487,39,147,2189.0,2018,2018,1,392107,463048633489998,657552908126144,1314375565290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.5555555556,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.981481481481,28.08,2025-01-13 08:46:22,2025-01-13 08:46:22,7,7,6,24,192.0,192.0,191.5555555556,1.0
1767164630290487,39,147,2189.0,2018,2018,1,392207,463048633489998,657552908126144,1558014384290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.8441558442,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9805194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9805194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9675324675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.993506493506,28.08,2025-01-13 08:46:56,2025-01-13 08:46:56,7,7,6,24,192.0,192.0,191.8441558442,1.0
1767158162290487,39,1,599.0,2018,2018,1,392007,463048805489998,657547170126144,1301339852290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,177.6914473684,,,,157.44139441875,157.44139441875,170.11931736773323,1929.840574422696,1929.840574422696,2085.2404309641006,966.5076099503988,966.5076099503988,1044.33535692758,24.0,24.0,22.2236842105,17.0,2.00083521422655,2.00083521422655,2.1607598761096667,51.924575389922204,51.924575389922204,56.07485228609716,25.962287694961102,25.962287694961102,28.03742614304858,24.0,24.0,22.2236842105,2.0,7.2852526006832,7.2852526006832,7.867555206421644,189.06286995005348,189.06286995005348,204.17446701533308,94.53143497502674,94.53143497502674,102.08723350766654,40.0,40.0,37.0394736842,4.0,104.080190789796,104.080190789796,112.39921136802126,2701.0318865021386,2701.0318865021386,2916.9225346239796,1350.5159432510693,1350.5159432510693,1458.4612673119898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,17126.34,8563.17,0.725,13790.37,6895.185,8.0,8.0,7.400823045267,30.5311178644,2025-01-13 08:45:52,2025-01-13 08:45:53,8,1,1,24,192.0,192.0,177.6914473684,1.0
1767154275290487,39,3,272.0,2018,2018,1,391807,463048959489998,657552716126144,668295615126144,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.8285714286,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.9642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.992857142857,28.08,2025-01-13 08:44:41,2025-01-13 08:44:42,8,1,6,24,192.0,192.0,191.8285714286,1.0
1767155420290487,39,3,272.0,2018,2018,1,391907,463048959489998,657552716126144,780528279290487,,1.0,1.0,1.0,1.0,1.0,192.0,192.0,191.4110429448,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9263803681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,23.9263803681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,39.8773006135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.975460122699,28.08,2025-01-13 08:45:16,2025-01-13 08:45:16,8,1,6,24,192.0,192.0,191.4110429448,1.0
